net,domain_exact,best_k,gcd_k_n,phase_mae_deg,mean_abs_deg,q_odd_over_even,radius_parity_separation,f_decoder_acc,f_decoder_exact,q_decoder_acc,q_decoder_exact,q_certified,q_break_at,composition_acc,composition_exact,substitution_acc,substitution_exact,family
445,True,2,2,8.912403614571895,13.258128215584403,0.31145432511788324,1.0500490359360783,0.51,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
446,True,1,1,0.32628810872465674,0.5299358431284792,0.9987972413279378,0.001203482421521753,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
450,True,3,1,0.14104480668123173,0.24750608562448093,1.0040202928333342,0.0040122276682639565,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
451,True,1,1,0.15769754401493194,0.27408091435711573,1.00138568493431,0.0013847255376521464,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
453,True,9,1,0.1952624069589734,0.2813308267566423,0.968746287337402,0.031749863213574904,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
458,True,9,1,0.15729929774440193,0.2830333098386325,1.0862369228671567,0.08267222377469911,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
462,True,8,2,9.329289516290073,13.866919348604105,0.289163751959395,1.1027865885310655,0.52,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
463,True,1,1,0.22239240877986757,0.3656479519912719,0.9833843165856678,0.01675488030775145,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
465,True,8,2,9.425499023186052,14.007192219655575,0.30375145655088365,1.0680694390801515,0.45,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
466,True,3,1,0.1856659392078794,0.30174251044207545,0.9994700038805361,0.0005301366046354918,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
470,True,7,1,0.1792862162223101,0.28920855634504516,0.9918805063466213,0.0081525911092639,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
471,True,6,2,9.18890099231013,13.662081610246222,0.29887077755982583,1.0795981163844148,0.47,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
472,True,9,1,0.18366181719400584,0.3496318081753191,1.0380299412992748,0.03732029694816958,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
473,True,7,1,0.20875618930292092,0.3203000410126073,0.9853190991511712,0.014789462162637337,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
474,True,1,1,0.4015770209950079,0.6294728412816178,0.9630071857264826,0.03768994280051694,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
475,True,3,1,0.22878240021486934,0.38042138512420237,0.9817104987661455,0.018458297763716696,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
477,True,4,2,9.315884010873946,13.847368265822743,0.3149432645078533,1.0419563398403269,0.53,False,1.0,True,True,,0.25,False,0.5,False,FAMILY_Q
478,True,2,2,9.067261471700725,13.48445714273251,0.3047281219757235,1.0657728093902663,0.44,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
481,True,7,1,0.13465033152605602,0.213134420762785,0.9389103914779366,0.06301437012310585,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
483,True,7,1,0.17478549236033158,0.28403001219383234,1.019106349248755,0.018925550163183875,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
485,True,9,1,0.15956009052752573,0.27312319913766697,1.0037284487104052,0.003721510978999987,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
487,True,7,1,0.16335716908981981,0.2532680204008597,0.9797706159789601,0.020436088764795437,1.0,True,,False,False,gcd_k_not_2,0.86,False,1.0,True,FAMILY_F
489,True,7,1,0.14679886038648368,0.2623692235052438,1.0173434115424465,0.01719430756629175,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
491,True,6,2,9.35174075799721,13.899661079183126,0.28338315614429055,1.1167621149223503,0.47,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
492,True,3,1,0.2295347958545431,0.3470703529574692,1.0086891719351165,0.008651584383008988,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
